品牌,新车价格,里程(万公里),价格,
马自达,21.58,11.44,6.6,
路虎,69.97,14.25,7.2,
哈弗,14.74,1.5,7.88,
大众,14.07,3.44,7.9,
大众,16.83,4.52,9.55,
丰田,17.82,3.82,9.98,
大众,20.24,2.74,10.1,
本田,16.27,2.08,10.5,
比亚迪,17.02,2.18,10.56,
大众,19.92,2.79,10.98,
宝马,47.59,6.82,27,
丰田,43.76,9.96,27,
长城,7.65,9.37,0.96,
雪佛兰,15.62,12.08,2.3,
奇瑞,9.86,6.24,2.77,
丰田,12.5,11.59,3.22,
日产,12.61,8.87,3.7,
长安,6.53,0.91,3.98,
荣威,15.82,12.45,4.6,
雪佛兰,10.52,3.02,4.63,
大众,16.49,9.99,4.7,
日产,14.33,7.89,5,
宝马,29.44,11.4,5.09,
哈弗,9.43,4.42,5.4,
荣威,9.86,1.58,5.68,
别克,17.05,0.73,5.8,
奇瑞新能源,14.82,1.86,5.8,
别克,22.58,5.79,6,
奔驰,48.94,11.72,7.18,
马自达,14.17,6.77,7.38,
魏牌,19.83,9.03,7.76,
长安,13.73,1.24,7.78,
大众,14.07,1.71,7.8,
比亚迪,14.6,2.18,7.8,
本田,20.36,7.38,7.97,
宝马,25.88,8.52,8.3,
长安,13.07,0.73,8.5,
吉利汽车,12.93,2.93,8.64,
长安,12.4,0.51,8.98,
日产,22.24,6.09,8.98,
吉利汽车,16.27,1.26,9.42,
大众,40.38,10.76,9.9,
三菱,19.59,1.81,10.9,
大众,18.81,3.12,11.8,
本田,21.46,3.94,12.7,
特斯拉,32.72,6.19,15.4,
比亚迪,23.66,0.74,18,
奔驰,76.46,9.22,18.4,
坦克,24.12,5.77,18.8,
大众,30.1,1.11,21.1,
英菲尼迪,166.49,5.7,23.6,
MINI,38.3,2.37,28,
奥迪,48.48,7.19,31.3,
奥迪,108.23,11.2,50.6,
奔驰,81,1.8,53.4,
众泰,15.94,6.25,1.92,
哈弗,11.73,5.45,2.5,
起亚,6.54,2.56,3.2,
雪铁龙,15.06,3.55,3.2,
五菱汽车,6.32,6.11,3.36,
别克,17.05,5.89,3.96,
大众,17.15,9.73,5.1,
长安欧尚,9.31,2.32,5.8,
本田,17.04,7.71,6.2,
MINI,20.92,7.54,7.4,
红旗,18.48,0.92,10.3,
福特,30.3,6.57,14.9,
奔驰,38.85,4.5,23.6,
北京汽车,8.74,11.82,0.8,
知豆,17.23,2.71,0.84,
大众,9.97,8.91,1.68,
吉利汽车,6.43,4.52,2.7,
江汽集团,14.66,4.52,2.86,
雪佛兰,20.59,10.3,3.4,
大众,9.94,6.74,3.8,
大众,12.29,11.12,3.98,
别克,18.48,5.23,4.7,
哈弗,15.16,4.78,4.8,
福特,15.82,7.66,4.85,
吉利汽车,11.07,5.26,4.99,
长安,10.86,1.49,5.7,
现代,14.27,5.22,5.8,
哈弗,13.52,6.25,6.18,
小鹏,28.97,5.69,6.3,
捷达,11.84,4.46,6.6,
奥迪,41.4,15.88,7.72,
哈弗,15.62,0.93,7.8,
大众,18.8,7.44,8.1,
大众,19.48,8.09,8.28,
荣威,23.56,4.33,9.1,
别克,17.71,1.56,9.18,
红旗,16.59,2.29,9.58,
大众,24.57,8.16,12.68,
比亚迪,32.61,2.57,18.4,
大众,35.52,6.26,18.4,
奥迪,36.09,2.62,21.1,
奔驰,38.85,4.06,22.19,
宝马,47.38,1.41,35.4,
奔驰,55.55,5.51,41.28,
长安,5.77,6.87,1.2,
大众,18.47,9.29,2.6,
标致,16.5,11.63,2.7,
雪佛兰,15.28,11.87,3.3,
大众,11.96,10.99,3.6,
吉利汽车,11.07,8.42,3.75,
起亚,20.25,10.8,3.9,
东风风光,12.19,6.01,5.2,
别克,26.6,7.9,5.2,
哈弗,13.08,3.27,6.3,
大众,15.94,3.36,7.1,
魏牌,17.62,5.98,7.1,
日产,17.61,8.01,7.3,
日产,14.84,4.68,8.49,
本田,16.61,3.55,9.1,
福特,28.1,5.22,9.4,
广汽传祺,20.69,2.29,10.1,
哈弗,20.8,0.56,15.9,
奥迪,33.77,6.14,15.9,
奥迪,33.77,7.2,16,
红旗,36.98,3.52,21.28,
宝马,38.87,7.68,22.9,
沃尔沃,45.5,2.79,23.6,
宝马,47.59,1.64,29.1,
丰田,88.07,23.94,31.3,
五菱汽车,4.75,1.82,2.7,
丰田,8.85,7,2.7,
雷诺,25.11,9.6,3,
吉利汽车,9.54,5.15,3.3,
宝骏,9.19,6.69,3.5,
别克,14.5,7.18,3.6,
荣威,13.72,8.32,3.7,
大众,11.52,9.56,4.1,
MINI,32.32,14.28,4.1,
哈弗,12.06,5.51,4.3,
起亚,12.28,2.07,4.98,
大众,10.19,5.52,5,
奥迪,30.11,8.74,5.2,
广汽传祺,11.84,4.08,5.5,
荣威,16.59,5.14,5.8,
大众,26.99,12.07,5.88,
吉利汽车,11.08,4.71,6.2,
别克,17.7,8.67,6.68,
哈弗,15.71,3.63,7.1,
Jeep,24.78,9,7.78,
大众,24.89,6.65,7.9,
长安,14.28,8.33,8,
别克,20,1.99,8.1,
日产,22.24,4.53,8.3,
三菱,19.25,6.18,8.3,
大众,11.63,0.34,8.48,
广汽传祺,13.52,3.52,8.5,
福特,22.56,5.23,8.5,
奥迪,37.42,10.59,8.55,
别克,27,6.18,8.7,
别克,18.15,2.15,8.95,
大众,24.79,6.18,9.1,
大众,44.6,6.94,9.68,
丰田,22.24,10.97,10.2,
三菱,19.59,4.36,10.3,
别克,32.53,12.15,10.9,
别克,30.35,10.84,12.2,
大众,18.81,1.2,13.48,
日产,25.76,6.1,14.9,
宝马,55.75,9.22,15.6,
奔驰,26.21,1.49,15.88,
哈弗,28.75,4.96,17.4,
沃尔沃,49.15,11.16,17.5,
凯迪拉克,33.62,4.63,18.8,
奔驰,38.85,7.09,20.4,
高合汽车,41.29,0.82,21.1,
凯迪拉克,39.51,2.64,21.2,
奔驰,38.85,4.52,21.98,
捷豹,36.65,1.72,23.8,
宝马,38.87,3.95,24.98,
宝马,84.34,10.14,25.3,
奔驰,58.21,1.81,33.9,
奔驰,81,6.27,48.6,
知豆,18,7.73,0.96,
长城,7.54,9.8,1.2,
现代,9.08,5.13,3.5,
五菱汽车,6.31,3.66,4.05,
思皓,8.08,0.5,4.28,
大众,11.62,1.22,4.8,
名爵,13.5,6.14,5,
奇瑞,9.86,2.74,5.98,
长安,13.73,5.16,6.9,
现代,16.04,7.43,7.8,
北京,18.16,8.48,8.18,
现代,20.35,2.91,12.4,
红旗,22.57,1.66,12.88,
奥迪,38.43,6.62,16.4,
星途,23.02,0.64,18.48,
林肯,42.62,3.27,19.2,
别克,37.63,4.41,22.4,
阿斯顿·马丁,268.56,6.7,24,
北汽威旺,5.66,5.16,0.66,
知豆,17.23,3.31,0.84,
宝骏,8.97,3.66,3.38,
别克,14.71,4.37,4.4,
欧拉,8.62,2.62,4.62,
大众,24.34,12.55,5.88,
领克,15.27,6.31,6.96,
吉利汽车,14.5,2.27,7.28,
大众,15.84,8.54,7.68,
大众,18.81,0.64,12.98,
大众,26.34,5.19,15.08,
保时捷,101.62,14.53,56.88,
比亚迪,10.75,10.31,0.96,
吉利汽车,9.31,9.2,1.2,
北汽新能源,20.02,4.98,1.44,
雪铁龙,11.84,9.97,2.66,
哈弗,13.3,1.59,4.32,
别克,31.03,11.29,4.8,
别克,16.49,5.84,6.06,
Jeep,26.59,10.98,6.36,
比亚迪,12.39,5.14,7.55,
大众,23.34,8.91,8.06,
宝骏,14.15,0.36,9,
奥迪,48.23,12.45,11.64,
大众,24.79,4.62,15.56,
Jeep,68.11,7.13,16.4,
大众,34.99,3.39,23.28,
奔驰,47.59,5.85,27,
别克,12.07,10.04,1.3,
一汽,11.53,7.33,1.92,
五菱汽车,5.65,5.1,2.1,
五菱汽车,4.75,0.2,2.64,
宝骏,8.42,7.69,3.06,
别克,13.73,8.58,3.36,
雪佛兰,15.72,10.6,3.52,
雪佛兰,10.52,4.35,3.96,
本田,9.52,10.15,4.03,
现代,28.14,14.99,4.2,
Jeep,27.71,16.14,4.29,
斯柯达,10.97,6.92,4.54,
标致,23.44,7.86,4.7,
吉利汽车,16.93,11.1,4.8,
Jeep,15.93,4.42,4.88,
长安欧尚,7.76,4.13,4.9,
大众,15.59,6.57,4.92,
起亚,9.63,7.48,5.04,
吉利汽车,8.52,1.85,5.1,
现代,9.86,3.99,5.66,
哈弗,23.01,11.65,5.8,
丰田,13.5,6.48,6.2,
大众,12.63,5.29,6.84,
比亚迪,12.06,2.53,6.88,
哈弗,14.74,3.2,7.19,
比亚迪,12.93,1.69,7.8,
日产,14.84,8.43,8.1,
比亚迪,15.16,4.71,8.3,
大众,15.51,2.05,8.5,
长安,11.52,0.28,8.6,
大众,16.72,2.01,9.8,
领克,16.7,3.27,10.02,
大众,20.14,2,11.2,
日产,21.24,3.2,11.45,
丰田,27.98,15.1,12.4,
红旗,24.12,3.73,13.4,
丰田,24.82,7.03,13.93,
比亚迪,26.77,0.64,14.9,
丰田,24.56,2.85,15.87,
福特,40.36,7.77,15.99,
丰田,33.61,7.7,19.08,
宝马,35.77,6.95,21.6,
凯迪拉克,45.78,7.25,25.6,
理想汽车,38.08,1.93,29,
宝马,84.34,4.66,30.2,
奔驰,49.17,0.63,40.8,
丰田,91.05,2.91,71.36,
五菱汽车,4.08,1.43,2.35,
荣威,7.97,1.74,3.84,
大众,14.06,6.82,4.62,
哪吒汽车,9.52,3.33,5.2,
捷达,11.07,8.11,6.3,
长安,21.25,10.31,8.4,
广汽传祺,16.84,0.82,10.56,
奔驰,28.09,3.84,16.4,
奥迪,35.76,4.2,21.38,
长城,8.42,11.08,1.3,
铃木,5.66,5.58,1.5,
荣威,10.41,5.54,3.2,
东风纳米,7.28,1.12,4,
哈弗,11.86,7.24,4.2,
大众,11.96,6.66,4.56,
沃尔沃,36.21,9.43,5,
东风风神,13.73,5.8,5.36,
宝马,29.44,9.65,5.5,
比亚迪,11.52,4.1,5.6,
吉利汽车,11.73,5.26,5.6,
大众,15.05,10.57,5.72,
思皓,15.17,2.22,6,
吉利汽车,10.41,5.48,6.1,
福特,14.83,4.86,6.3,
现代,37.1,10.55,6.6,
本田,23.34,11.58,6.88,
大众,15.94,2.01,8.1,
别克,24.79,7.83,9.3,
广汽传祺,14.83,百公里内,12,
路虎,77.85,12.77,13.4,
福特,92.56,13.13,14.4,
丰田,55.17,12.25,18.4,
丰田,57.11,15.66,19.2,
英菲尼迪,169.8,19.61,25.6,
吉利汽车,4.87,1.68,0.72,
本田,13.17,5.3,3.2,
吉利汽车,12.95,7.71,3.84,
荣威,12.84,4.01,4.08,
吉利汽车,11.74,5.8,4.1,
奇瑞新能源,9.08,3.72,4.5,
哈弗,10.52,4.55,5.6,
别克,14.39,2.17,6.1,
名爵,9.64,2.01,6.33,
魏牌,17.62,4.45,6.65,
上汽大通MAXUS,12.62,3.55,7.26,
长安欧尚,15.28,2.25,7.7,
雪铁龙,17.03,2.64,8.6,
本田,15.94,5.32,8.8,
大众,17.7,5.58,8.8,
现代,14.84,7.02,8.8,
大众,18.04,2.08,9.1,
捷途,13.4,0.01,9.8,
别克,21.35,4.91,10.25,
零跑汽车,22.44,2.86,12.6,
哈弗,28.09,2.54,17.4,
本田,31.97,2.42,17.6,
长安,8.76,7.14,1.4,
北汽新能源,17.25,2.95,1.9,
五菱汽车,4.08,1.58,2.11,
雪佛兰,9.31,4.24,3,
五菱汽车,5.96,0.34,3.1,
猎豹汽车,23.2,1.98,3.12,
吉利汽车,12.39,9.14,3.2,
宝骏,8.08,4.4,3.9,
雪佛兰,15.94,6.86,4.2,
江汽集团,12.17,0.94,4.4,
别克,10.86,4.8,4.4,
本田,9.52,6.03,4.4,
别克,14.39,3.82,6,
大众,15.51,2.56,7.1,
大众,17.6,6.47,7.3,
本田,23.46,6.97,7.3,
本田,15.95,6.7,7.48,
哈弗,13.85,4.94,7.6,
丰田,14.71,3,7.9,
福特,17.15,5.88,8.4,
本田,15.95,5.84,9.7,
MINI,21.9,5.48,11.7,
红旗,22.57,2.73,12.9,
现代,29.02,8.18,12.9,
大众,24.67,2.98,13.4,
斯柯达,22.58,1.04,15.9,
奔驰,34.1,5,17.2,
奔驰,39.63,6.33,18.4,
大众,31.98,0.62,22.6,
奥迪,49.58,5.84,32.8,
长安,9.53,11.74,1.5,
别克,15.7,5.29,1.9,
雪铁龙,9.74,6.97,1.9,
起亚,13.73,9.26,3,
本田,9.96,4.58,4.7,
吉利汽车,14.61,5.96,4.8,
现代,17.81,8.25,5.5,
雪佛兰,12.51,0.17,6.5,
比亚迪,12.16,6.09,6.6,
比亚迪,13.28,0.48,7,
本田,14.82,3.52,7.38,
雪佛兰,18.71,0.86,10.1,
别克,26.99,1.86,11.42,
领克,26.55,3.81,13.9,
马自达,23.83,2.27,15.5,
坦克,22.13,3.51,16.9,
林肯,29.2,2.16,17.9,
别克,40.28,9.22,19.4,
奔驰,47.26,6.8,21.6,
奥迪,49.58,3.92,30.6,
吉利汽车,5.55,7.65,1.2,
现代,6.54,3.33,2.76,
雪佛兰,13.95,8.84,3.12,
大众,9.94,7.35,3.58,
大众,30.53,7.42,4.8,
吉利汽车,14.61,8.46,4.8,
江淮瑞风,9.75,1.58,5.6,
大众,16.49,4.06,7.27,
大众,31.86,13.22,7.38,
长安欧尚,12.63,2.27,7.48,
领克,15.93,6.49,7.6,
五菱汽车,11.07,0.23,7.8,
别克,18.82,2.43,7.92,
荣威,15.93,1.95,8.4,
埃安,14.35,6.63,8.8,
别克,18.04,0.6,8.9,
大众,18.37,4.8,8.92,
广汽传祺,18.14,3.8,9.98,
捷达,12.06,0.41,10.1,
捷达,15.5,0.63,10.2,
别克,20.25,0.95,10.3,
别克,25.93,7.82,11.16,
别克,20.25,0.07,11.4,
比亚迪,19.03,3.15,12.9,
日产,27.53,6.98,13.4,
凯迪拉克,31.4,1.2,16.4,
广汽传祺,24.77,3.14,17.1,
福特,39.18,5.08,17.5,
奔驰,50.24,2.04,33,
奥迪,51.57,2.9,34.6,
东风风光,5.33,2.55,1.2,
雪佛兰,9.2,6.5,1.44,
雪铁龙,13.5,2.3,2.2,
福特,11.41,6.03,2.64,
现代,15.16,11.15,2.98,
大众,13.29,9.36,3.38,
东风风度,17.04,7.39,3.6,
荣威,10.19,6.48,4.2,
大众,15.28,6.06,6.48,
别克,20.69,7.81,7.98,
领克,15.8,1.89,9,
ARCFOX极狐,19.23,0.22,10.8,
雪佛兰,23.13,2.5,11.12,
北京,20.36,3.04,12.9,
奥迪,35.76,4.2,18.88,
比亚迪,32.61,2.15,18.98,
沃尔沃,43.73,8.39,20.4,
林肯,33.63,1.41,21.28,
坦克,37.55,0.61,30.28,
宝马,86.57,7.84,34.8,
奔驰,50.48,4.77,34.98,
荣威,10.39,10.13,0.92,
雪佛兰,7.04,5.72,1.02,
福特,13.73,9.6,1.71,
日产,9.96,6.88,2,
雪佛兰,20.37,11.56,2.62,
雪佛兰,8.09,6.63,2.65,
长安,7.65,3.18,2.76,
众泰,12.28,8.76,2.85,
大众,20.24,10.62,3.2,
五菱汽车,5.63,1.67,3.8,
哈弗,12.39,4.66,3.96,
五菱汽车,8.17,1.11,4.2,
吉利汽车,11.74,6.22,4.3,
金杯,10.3,3.58,4.48,
荣威,10.75,4.91,4.8,
奇瑞新能源,8.96,0.81,5.1,
现代,14.27,4.81,5.9,
荣威,14.38,3.6,5.98,
马自达,23.23,8.61,6,
本田,18.59,9.78,6.5,
本田,10.07,0.92,6.58,
魏牌,18.5,3.62,6.66,
吉利汽车,14.5,6.4,6.68,
上汽大通MAXUS,21.02,3.69,7.1,
现代,15.27,5.87,7.1,
吉利汽车,15.48,3.56,7.2,
奥迪,37.42,12.14,7.2,
哈弗,14.73,1.83,7.58,
大众,14.28,1.46,7.68,
大众,17.15,7.1,7.8,
雪铁龙,19.68,6.21,7.89,
标致,25.87,9.21,7.98,
雷诺,25.93,9.5,8.3,
丰田,16.27,4.75,8.56,
领克,29.2,8.88,8.66,
马自达,14.84,3.82,9.6,
大众,28.43,5.09,9.88,
别克,22.58,6.74,10.25,
宝马,39.2,2.04,28.68,
丰田,58.3,5.6,33.8,
奔驰,52.24,2.55,37.8,
五菱汽车,4.75,2.23,2.2,
东风风光,8.66,4.34,3.36,
吉利汽车,14.87,5.38,3.75,
大众,9.09,7.32,4.2,
五菱汽车,6.32,1.76,4.3,
现代,20.03,4.53,6.09,
哪吒汽车,7.74,0.17,6.28,
哈弗,15.05,3.75,6.7,
广汽传祺,16.7,4.37,7.3,
长安欧尚,13.4,0.66,8.52,
SERES赛力斯,29.2,2.92,10.08,
长安,22.47,百公里内,13.9,
小鹏,23.67,1.25,16.78,
宝马,34.77,4.98,17.9,
本田,31,4.86,19.8,
奔驰,50.8,4.4,34.3,
五菱汽车,5.28,3.04,2.7,
铃木,7.31,7.75,2.78,
吉利汽车,8.53,3.77,3.6,
宝骏,10.19,4.71,3.8,
别克,14.49,5.71,3.8,
吉利汽车,6.42,0.43,3.92,
大众,10.19,4.29,4.3,
丰田,10.18,5.79,4.35,
斯柯达,9.31,5.3,4.38,
东风风神,9.86,5.78,4.5,
上汽大通MAXUS,12.61,6.71,4.54,
奇瑞新能源,8.17,2.5,4.67,
别克,15.5,4.5,4.7,
起亚,13.61,6.02,4.7,
东风风行,11.52,2.88,5.08,
丰田,14.27,6.89,5.58,
大众,18.15,8.09,5.8,
别克,22.58,6.82,6,
雪佛兰,18.71,7.65,6,
哈弗,11.52,3.19,6.1,
大众,16.27,8.44,6.3,
哈弗,13.85,4.48,6.6,
哈弗,12.19,2.64,6.9,
五菱汽车,13.39,6.91,6.96,
大众,16.82,4.32,7.12,
现代,15.95,2.3,7.5,
本田,15.17,1.39,8.8,
马自达,17.27,2.26,9.5,
吉利汽车,12.49,0.93,9.6,
雪佛兰,19.92,2.06,9.6,
丰田,15.93,0.67,10,
大众,24.57,7.36,11.7,
丰田,22.13,2.56,14.4,
福特,22.62,1.17,15.98,
凯迪拉克,42.52,7.29,16.4,
奔驰,35.1,6.63,16.6,
大众,46.69,3.74,18.9,
奔驰,35.42,7.39,19.18,
奔驰,38.85,7.39,19.4,
凯迪拉克,48.02,5.59,19.9,
奔驰,40.18,3.32,21.1,
本田,32.06,4,23.1,
红旗,60.35,2.56,25.4,
宝马,51.8,5.89,25.5,
奔驰,48.7,9.56,25.5,
别克,44.7,10.35,26.1,
奥迪,45.82,10.11,26.2,
奥迪,45.82,5.81,27.98,
奥迪,49.58,3.14,28.58,
奔驰,44.16,2.76,30,
奔驰,56.12,7.28,31.3,
奔驰,49.15,4.07,36.4,
腾势,49.76,3.19,36.8,
奔驰,55.67,4.99,39.58,
奇瑞,6.98,5.84,0.6,
别克,12.18,10.14,1.3,
雪佛兰,10.3,3.74,3.18,
荣威,9.42,5.38,3.2,
大众,19.15,8.47,3.9,
雪佛兰,13.18,9.78,3.9,
雪佛兰,13.51,3.1,5.7,
丰田,15.94,6.92,6.3,
长安,13.73,0.39,7.1,
吉利汽车,19.24,5.9,7.1,
红旗,16.59,2.46,7.64,
日产,14.17,2.59,7.8,
大众,17.16,2.61,9.7,
宝马,25.22,5.52,9.7,
宝马,25.22,1.39,11,
大众,16.93,3.8,11.2,
日产,21.24,4.52,11.4,
大众,24.68,7.75,12.8,
捷豹,38.86,5.7,13.9,
零跑汽车,21.02,0.54,14.6,
凯迪拉克,32.51,3.52,14.9,
奥迪,37.64,5.16,16.9,
广汽传祺,24.77,3.26,17.7,
奥迪,35.76,6.11,18.9,
奥迪,49.58,4.28,33.4,
宝马,92.08,3.15,56.5,
陆风,12.61,5.06,1.9,
SWM斯威汽车,12.41,2.68,2.76,
雪佛兰,10.52,7.54,3,
哈弗,12.39,6.33,3.3,
马自达,16.82,9.82,3.4,
奇瑞,8.76,1.38,3.5,
长安,7.98,4.24,3.6,
别克,18.48,9.55,3.9,
吉利汽车,9.96,1.8,4.2,
斯柯达,10.58,3.47,4.2,
五菱汽车,8.17,1.3,4.4,
别克,14.39,3.5,5.5,
江淮瑞风,8.76,0.17,6,
大众,17.15,6.61,6.2,
大众,13.29,4.28,6.38,
魏牌,15.71,7.44,6.48,
广汽传祺,13.72,4.58,6.8,
吉利汽车,14.71,2.96,6.99,
福特,21.79,6.53,7.19,
本田,10.07,0.39,7.8,
比亚迪,15.16,2.94,8.9,
丰田,17.37,2.66,9.4,
别克,30.31,7.33,9.68,
日产,21.24,8.31,10.1,
大众,21.05,7.8,10.28,
广汽传祺,14.63,0.83,10.3,
大众,17.71,3.04,10.3,
大众,17.16,1.82,11.3,
凯迪拉克,33.64,7.21,12.4,
斯柯达,27.89,5.01,12.7,
大众,27.25,0.23,14.5,
奥迪,33.63,4.18,15.26,
大众,22.56,1.2,15.7,
特斯拉,32.73,6.65,19.4,
沃尔沃,46.94,5.95,20.68,
奔驰,35.42,2.71,21.5,
宝马,43.61,4.8,26.6,
宝马,39.2,0.75,29.1,
宝马,47.59,2.96,29.7,
奔驰,55.77,3.63,37.2,
雪佛兰,13.07,7.1,1.6,
雷诺,8.4,8.89,3,
马自达,15.83,10.07,4.1,
现代,14.6,7.71,4.3,
宝马,29.44,8.05,5.2,
哈弗,15.4,8.33,5.5,
起亚,19.48,8.27,5.9,
丰田,10.18,2.34,6.08,
现代,17.04,8.86,6.2,
现代,17.04,9.67,6.3,
大众,14.28,6.26,6.8,
宝马,30.08,7.74,7.2,
日产,17.93,4.43,8.3,
奔腾,13.95,1.82,8.8,
丰田,15.94,0.88,10.2,
哈弗,15.49,1.62,12.4,
宝马,71.39,7.25,13.8,
奥迪,34.46,7.52,14.9,
奔驰,28.31,0.45,16.9,
奥迪,40.63,9.02,18.4,
特斯拉,32.73,5.22,19.9,
领克,39.16,1.56,25.3,
比亚迪,7.32,6.4,1.86,
丰田,9.3,9.53,2.5,
雪佛兰,12.63,9.47,2.88,
现代,20.8,12.87,2.88,
荣威,7.97,1.31,2.9,
吉利汽车,6.65,3.72,3,
铃木,13.72,7.78,3.5,
现代,28.14,12.94,3.5,
名爵,10.62,4.29,4.3,
现代,10.18,7.71,4.3,
丰田,10.18,8.79,4.32,
现代,9.08,2.18,4.7,
别克,23.68,11.93,4.7,
本田,9.52,5.92,4.8,
起亚,21.35,13.03,4.8,
丰田,10.18,5.43,5,
捷达,8.97,1.46,5.18,
奔驰,51.85,11.6,5.2,
大众,17.6,9.69,5.83,
丰田,10.96,0.6,6.3,
五菱汽车,10.4,1.19,6.3,
日产,13.59,5.01,6.3,
大众,16.04,7.3,6.6,
五菱汽车,10.4,2.86,6.8,
哈弗,13.07,2.01,7.5,
奥迪,22.2,4.34,8.8,
长安,13.07,0.63,9,
日产,14.84,2.65,9,
埃安,17.02,0.8,9.4,
哈弗,15.5,1.99,9.8,
丰田,14.39,2.5,10.3,
比亚迪,15.49,0.33,10.9,
本田,30.08,3.9,14.6,
奔驰,29.75,3.02,15.4,
大众,34.78,9.2,16.98,
林肯,29.2,1.95,17.6,
奥迪,36.09,1.76,21.6,
沃尔沃,46.94,4.82,24.2,
宝马,47.59,7.87,24.6,
宝马,50.92,3.47,26.4,
宝马,48.81,3.26,31.1,
路虎,116.55,7.03,34.8,
雷克萨斯,192.45,29.73,46.8,
众泰,10.07,4.44,1.32,
雪佛兰,8.64,11.41,1.44,
现代,14.6,9.13,4.2,
现代,16.26,8.8,4.7,
现代,18.15,8.09,5,
大众,10.41,6.37,5.5,
马自达,15.94,3.96,5.9,
大众,12.5,6.29,6,
哈弗,13.85,3.38,6.6,
现代,15.27,6.25,7.1,
别克,20.69,4.12,8.7,
丰田,24.82,12.98,9.98,
雷克萨斯,31.33,6.74,12.7,
特斯拉,32.72,8.21,13,
丰田,20.03,0.78,13.3,
本田,20.35,3.34,13.8,
奥迪,38.08,4.91,15.9,
大众,23.91,1.49,17.8,
林肯,29.2,2.72,19,
别克,26.22,4.56,19.84,
奥迪,38.53,5.39,21.6,
奥迪,46.93,6.55,29.9,
路虎,82.74,6.94,39.8,
雷克萨斯,61.27,0.56,53.8,
比亚迪,9.64,8.36,0.65,
奇瑞,5.22,8.48,0.96,
雪佛兰,15.62,12.08,1.6,
雪铁龙,12.39,7.7,1.8,
别克,17.36,10.85,2,
大众,9.86,7.89,2.1,
三菱,14.83,10.21,2.5,
哈弗,15.65,9.98,2.6,
别克,14.5,9.55,3.2,
丰田,12.5,6.28,3.6,
哈弗,13.06,4.85,3.7,
日产,15.06,8.45,3.8,
日产,18.7,12.39,3.9,
日产,9.96,4.75,3.96,
本田,9.52,8.1,4.1,
现代,10.18,7.47,4.2,
本田,10.4,8.28,4.2,
日产,13.33,9.79,4.2,
标致,24.88,6.62,4.4,
马自达,15.83,12.27,4.5,
奔驰,38.99,15.67,4.5,
大众,18.93,7.45,4.7,
大众,15.61,8.35,4.7,
大众,12.37,6.28,4.8,
丰田,10.18,2.92,5,
哈弗,12.97,7.51,5,
本田,9.52,7.5,5.2,
大众,14.28,7.64,5.2,
丰田,14.6,7.71,5.2,
奔腾,12.61,4.66,5.4,
日产,11.07,5.28,5.4,
现代,11.52,3.24,5.5,
现代,18.59,6.53,5.7,
魏牌,17.06,3.61,5.8,
奥迪,77.63,24.09,5.8,
丰田,13.83,7.16,5.9,
丰田,15.6,7.53,5.9,
大众,26.99,9.22,5.9,
吉利汽车,9.75,0.31,5.98,
大众,16.04,6.39,6,
斯巴鲁,22.57,9.69,6.3,
大众,15.84,3.2,7.5,
铃木,18.14,11.24,7.6,
比亚迪,11.83,2.06,7.8,
日产,22.24,5.21,7.8,
本田,17.04,5.84,7.8,
丰田,27.37,11.63,7.9,
丰田,15.49,3.98,8,
本田,21.91,6.56,8,
本田,20.36,7.57,8.4,
本田,25.93,9.5,8.6,
林肯,38.08,7,8.7,
现代,15.94,5.36,8.8,
本田,20.36,4.65,8.9,
大众,15.17,2.25,9.1,
奥迪,22.5,3.89,9.1,
宝马,32.1,7.68,9.3,
哈弗,14.06,0.47,9.6,
广汽传祺,22.56,5.89,9.6,
本田,15.95,3.05,10.3,
大众,23.69,6.87,10.5,
红旗,22.57,3.43,11,
丰田,19.81,6.43,11,
奔驰,30.53,5.3,11.3,
大众,26.45,11.11,11.6,
本田,23.94,11,11.7,
路虎,52.26,8.92,11.8,
奔驰,103.5,18.49,11.8,
本田,20.35,9.71,11.9,
本田,20.35,5.29,12.46,
大众,24.26,7.96,13.2,
本田,21.46,8.71,13.4,
凯迪拉克,29.19,3.4,14,
丰田,27.04,11.6,14,
本田,29.64,3.22,14.8,
奔驰,29.75,7.96,15,
奔驰,29.75,2.71,15.88,
本田,22.91,2.36,15.9,
奔驰,29.75,2.4,15.98,
英菲尼迪,41.62,3.93,16.4,
大众,26.27,2.78,16.5,
奥迪,33.77,6.94,16.7,
大众,47.9,7.52,17.5,
本田,32.88,12.14,17.8,
坦克,24.12,3.1,18.3,
雷克萨斯,44.67,8.38,18.4,
丰田,27.98,3.7,18.5,
大众,25.57,1.48,18.8,
奔驰,55.35,8.21,19.2,
凯迪拉克,42.49,1.79,19.4,
奥迪,38.39,1.04,20,
捷豹,36.65,1.36,20.2,
奔驰,39.96,3.44,21,
雷克萨斯,32.54,2.05,21.2,
奔驰,54.47,14.25,21.49,
沃尔沃,43.62,5.39,22.1,
宝马,43.61,6.49,23.33,
奔驰,46.93,6.05,24.6,
奔驰,39.34,2.34,28.28,
奔驰,39.59,2.94,28.58,
奔驰,52.01,6.77,29.5,
奔驰,39.5,0.28,29.98,
东风,8.09,10.27,2.77,
五菱汽车,7.1,8.01,3.88,
众泰,14.83,6.05,4.13,
吉利汽车,9.41,3.06,4.38,
江汽集团,12.39,5,4.8,
零跑汽车,10.57,1.12,5.5,
丰田,14.49,9.87,5.98,
奇瑞,9.97,1.05,6.08,
哈弗,13.85,3.25,6.2,
