品牌,新车价格,里程(万公里),价格
96.0,35.21,9.61,15.3
102.0,25.54,3.48,15.7
134.0,42.31,6.81,16.4
123.0,30.3,3.13,16.8
25.0,25.89,2.53,17.6
62.0,22.13,3.78,17.9
70.0,45.05,7.9,18.4
80.0,23.23,0.41,18.48
37.0,33.62,3.07,19.9
113.0,35.53,1.92,20.8
25.0,34.2,7.53,20.88
97.0,33.63,2.42,21.6
96.0,36.85,2.81,22.1
128.0,53.57,1.85,22.6
73.0,35.04,1.37,24.0
113.0,29.09,0.49,24.1
96.0,33.61,1.57,24.6
69.0,51.24,5.18,27.6
19.0,9.76,6.98,2.16
155.0,11.52,4.41,3.36
123.0,14.49,4.61,4.2
96.0,15.94,7.42,5.8
66.0,13.17,6.29,6.68
70.0,27.65,8.36,7.2
96.0,16.71,4.62,7.28
102.0,12.39,8.25,7.3
55.0,15.61,4.71,7.5
96.0,15.94,9.91,7.58
55.0,13.7,2.04,8.5
25.0,15.27,2.78,8.68
64.0,14.62,0.65,9.3
80.0,13.52,1.82,9.6
163.0,19.25,2.04,9.9
163.0,24.49,8.08,11.0
63.0,22.31,5.93,12.2
96.0,25.0,4.99,14.18
25.0,33.07,8.4,14.88
113.0,28.3,5.98,16.2
96.0,31.42,6.83,17.8
96.0,33.06,6.15,17.98
66.0,5.22,6.58,1.0
102.0,7.76,7.83,1.8
58.0,9.19,4.71,2.76
27.0,8.09,4.1,3.48
102.0,27.66,8.12,3.7
74.0,12.4,8.4,4.2
135.0,11.84,7.11,4.6
157.0,8.17,4.75,5.08
101.0,9.28,3.86,5.18
157.0,8.17,4.12,5.19
25.0,10.18,3.08,5.38
116.0,13.72,4.78,5.4
60.0,8.63,1.2,5.58
96.0,9.52,4.32,5.8
157.0,11.46,1.8,5.99
59.0,19.27,6.26,6.0
123.0,27.33,12.71,6.0
59.0,13.5,2.9,6.48
25.0,13.5,6.7,6.6
163.0,14.17,3.49,6.8
96.0,15.94,8.54,6.88
25.0,10.4,0.79,6.98
55.0,10.4,4.5,6.98
39.0,17.7,4.63,7.1
55.0,16.71,5.29,7.1
163.0,17.37,5.08,7.3
25.0,14.83,5.56,7.38
57.0,15.93,2.28,7.4
102.0,12.93,3.65,7.5
25.0,16.16,3.94,7.58
129.0,14.94,2.39,7.8
129.0,20.24,4.66,7.88
159.0,23.57,6.15,7.9
146.0,15.95,5.31,8.58
80.0,15.93,7.55,8.6
80.0,20.69,8.42,8.8
96.0,17.04,8.92,8.8
91.0,21.13,5.98,9.2
25.0,18.04,2.14,9.38
64.0,17.52,2.6,9.7
146.0,13.84,1.29,9.78
70.0,25.54,3.88,9.8
25.0,16.38,2.16,9.9
66.0,16.28,3.83,10.28
70.0,24.67,7.62,10.43
146.0,13.4,0.58,10.5
66.0,13.73,0.71,10.68
123.0,21.79,3.85,10.68
116.0,25.43,7.7,10.98
91.0,21.24,4.51,11.08
125.0,22.57,3.08,11.2
108.0,44.62,7.65,11.4
91.0,21.24,10.2,11.5
59.0,18.49,3.51,11.68
70.0,51.88,9.82,11.9
80.0,22.9,5.66,12.0
91.0,21.24,3.84,12.08
91.0,21.24,3.97,12.58
160.0,20.8,2.22,12.68
63.0,17.04,0.19,12.69
22.0,18.16,1.34,12.8
160.0,24.01,6.09,13.3
96.0,24.78,4.73,13.9
39.0,26.99,5.49,14.5
70.0,25.88,3.01,15.3
96.0,25.89,3.52,15.9
6.0,25.88,1.47,15.98
80.0,26.21,5.15,16.3
96.0,28.54,5.08,16.8
69.0,39.3,7.32,17.9
0.0,32.5,1.73,18.98
69.0,35.42,5.83,19.28
25.0,31.42,6.79,19.58
96.0,30.96,5.78,19.8
64.0,34.78,7.61,19.88
37.0,39.18,6.3,20.38
69.0,35.2,4.11,20.9
39.0,35.31,6.38,21.6
25.0,33.61,7.31,22.6
37.0,39.73,0.11,23.18
39.0,32.07,0.7,23.68
70.0,46.26,6.29,23.68
69.0,40.39,1.94,24.68
137.0,48.03,1.91,25.6
39.0,38.07,4.53,25.6
37.0,45.78,2.73,27.58
73.0,43.61,3.71,27.6
39.0,51.98,8.54,27.9
73.0,44.4,2.88,30.0
69.0,53.12,2.31,30.6
73.0,54.54,4.0,31.8
73.0,47.71,4.18,32.3
69.0,81.0,3.91,54.8
163.0,11.18,11.06,1.5
28.0,12.61,6.71,3.17
74.0,8.86,4.96,3.3
64.0,10.19,3.11,3.8
39.0,15.5,6.94,4.6
55.0,14.17,8.96,4.8
155.0,12.85,2.63,5.2
64.0,15.05,10.48,5.2
55.0,11.52,3.98,5.9
146.0,10.86,1.46,5.95
25.0,13.83,4.79,6.5
64.0,16.95,7.87,8.0
59.0,15.39,5.64,8.3
64.0,38.08,6.83,9.8
123.0,21.79,1.87,10.8
64.0,18.82,3.72,11.9
63.0,21.02,1.53,12.0
160.0,22.46,7.11,12.8
96.0,32.85,13.85,13.8
96.0,20.35,2.74,13.9
102.0,26.77,2.39,14.9
96.0,32.85,11.06,15.0
73.0,46.94,7.1,24.6
85.0,64.87,3.97,25.6
108.0,47.6,2.96,26.6
158.0,45.78,8.39,29.4
21.0,9.06,8.31,1.68
110.0,5.99,5.08,1.92
66.0,7.54,6.89,2.16
27.0,4.62,1.01,2.4
114.0,13.61,8.09,2.4
10.0,13.07,12.44,2.4
55.0,8.09,14.2,2.58
58.0,9.19,7.51,2.68
25.0,15.05,12.92,3.1
99.0,24.21,8.17,3.3
55.0,16.71,5.35,3.5
80.0,11.51,8.34,3.6
155.0,23.18,11.0,3.6
55.0,12.39,6.49,3.7
57.0,9.52,1.33,3.9
39.0,13.61,4.78,4.0
4.0,25.89,11.13,4.5
64.0,17.15,15.36,4.5
5.0,31.14,15.97,4.5
55.0,11.51,5.26,4.55
39.0,14.71,7.26,4.6
25.0,10.18,7.96,4.68
74.0,13.72,11.58,4.68
55.0,13.77,4.72,4.7
64.0,15.05,5.46,4.8
25.0,13.5,7.08,4.8
64.0,26.22,11.46,4.8
89.0,16.16,6.55,4.9
99.0,13.82,7.17,4.9
146.0,11.4,7.02,5.0
25.0,9.96,2.56,5.2
22.0,12.96,3.85,5.2
64.0,16.72,6.39,5.2
58.0,10.62,9.32,5.4
96.0,13.71,6.19,5.5
91.0,15.4,8.62,5.5
73.0,36.23,13.12,5.5
116.0,17.04,8.09,5.9
96.0,14.84,6.16,6.0
64.0,16.04,9.09,6.6
64.0,28.25,7.94,6.7
25.0,13.5,9.54,6.75
96.0,14.84,9.12,6.88
25.0,16.16,12.04,6.9
64.0,15.4,2.07,7.0
25.0,24.78,6.34,7.15
58.0,20.56,5.44,7.68
13.0,15.94,3.88,7.78
146.0,13.07,0.79,8.2
146.0,12.4,1.51,8.2
91.0,14.84,6.86,8.2
91.0,14.84,8.78,8.2
13.0,21.51,5.9,8.32
91.0,14.84,3.62,8.53
58.0,12.61,0.89,8.6
70.0,21.54,6.88,8.72
25.0,17.04,3.44,8.8
96.0,15.95,6.48,8.85
55.0,15.93,4.83,8.9
64.0,16.16,5.05,9.0
58.0,15.92,1.44,9.1
64.0,18.37,5.53,9.1
70.0,29.13,12.82,9.3
37.0,32.96,9.83,9.34
64.0,16.83,2.37,9.6
91.0,19.14,4.61,9.8
64.0,26.45,6.32,9.9
146.0,14.17,1.21,10.3
64.0,27.0,8.3,10.3
58.0,14.71,0.01,10.6
64.0,33.17,11.85,10.8
37.0,32.96,6.48,10.9
25.0,22.57,8.55,11.75
160.0,20.8,4.59,11.84
39.0,30.35,9.48,13.4
91.0,21.24,1.97,13.44
73.0,36.55,7.55,13.6
96.0,20.35,5.15,13.68
25.0,26.99,4.7,14.1
128.0,42.55,6.45,15.1
64.0,38.1,8.73,15.2
91.0,29.54,1.14,15.3
160.0,20.58,0.43,15.4
158.0,31.33,10.14,15.4
80.0,21.13,0.53,16.7
108.0,48.04,7.44,17.4
113.0,35.53,3.22,21.1
70.0,46.49,2.64,28.6
98.0,45.71,0.36,33.6
30.0,77.3,1.05,60.8
123.0,13.72,8.76,3.4
102.0,10.42,4.16,3.6
96.0,17.93,14.47,3.6
147.0,6.88,2.06,3.88
135.0,7.76,2.02,4.5
99.0,24.77,9.85,4.98
55.0,11.51,4.65,5.5
155.0,20.36,9.27,5.7
96.0,17.93,8.96,6.2
96.0,12.6,7.14,6.6
25.0,21.8,7.96,9.1
96.0,15.94,2.81,9.6
123.0,21.79,0.94,10.0
96.0,23.01,7.83,12.2
163.0,22.61,4.8,12.7
102.0,24.33,0.94,16.2
66.0,9.86,5.19,2.9
80.0,18.04,5.92,3.7
144.0,9.3,5.3,4.0
66.0,10.3,1.12,5.8
91.0,13.72,4.92,6.78
96.0,10.07,1.27,6.8
63.0,14.35,6.99,7.9
80.0,13.52,3.97,8.1
96.0,20.36,9.64,8.8
70.0,47.79,9.8,9.6
160.0,17.04,2.02,11.4
80.0,25.88,7.98,11.98
73.0,35.89,7.38,12.9
125.0,22.57,0.52,14.4
25.0,24.82,6.73,15.1
134.0,48.61,12.14,15.8
128.0,58.45,3.67,16.4
69.0,33.97,3.99,17.8
37.0,39.18,5.02,19.2
73.0,38.87,4.78,22.5
70.0,46.49,7.86,24.6
73.0,43.61,3.87,26.7
25.0,37.33,4.91,26.8
85.0,88.89,4.59,29.6
64.0,16.83,12.17,3.7
5.0,20.24,10.56,4.0
39.0,17.6,2.57,5.0
102.0,10.39,1.63,5.38
70.0,25.67,6.09,6.0
91.0,17.48,8.91,6.3
102.0,14.84,5.77,7.6
6.0,30.22,3.64,7.8
25.0,22.24,3.91,8.6
76.0,31.74,3.3,15.9
69.0,49.71,7.99,19.9
70.0,35.76,5.8,20.4
73.0,44.71,1.66,21.6
73.0,43.61,6.62,21.6
73.0,47.71,7.89,27.6
30.0,174.04,10.33,30.6
70.0,49.58,1.33,35.8
73.0,52.14,1.99,35.8
69.0,93.72,7.73,54.0
129.0,25.21,7.13,4.2
96.0,15.6,4.68,5.6
102.0,14.6,0.7,6.6
123.0,21.79,9.5,7.3
91.0,14.17,0.45,7.9
25.0,22.24,4.97,9.6
73.0,31.85,8.86,10.1
25.0,22.57,4.91,12.4
73.0,40.29,9.1,19.2
123.0,44.73,6.14,26.8
27.0,4.62,1.45,2.7
59.0,10.42,5.11,3.2
55.0,8.09,4.03,3.8
155.0,10.3,8.36,4.0
39.0,14.71,5.93,4.8
60.0,8.85,6.79,4.8
101.0,9.83,2.76,5.0
43.0,9.97,0.52,5.2
96.0,15.71,11.58,5.5
73.0,40.54,8.85,5.68
39.0,19.59,4.88,6.1
25.0,10.4,1.05,6.3
116.0,20.36,7.4,6.8
146.0,17.72,8.08,6.82
167.0,20.14,8.4,7.5
99.0,16.8,0.79,7.8
91.0,14.84,3.48,8.3
25.0,17.6,2.99,8.8
55.0,15.91,4.71,9.1
96.0,15.94,7.64,9.1
64.0,22.12,5.47,9.2
96.0,17.38,2.94,9.6
25.0,18.26,0.56,9.8
63.0,16.78,3.43,9.8
96.0,17.05,2.34,10.6
111.0,19.48,0.74,12.4
57.0,19.25,0.24,13.2
102.0,17.69,0.17,13.4
69.0,41.31,8.44,14.9
39.0,26.22,5.22,15.3
69.0,38.85,7.25,20.4
73.0,50.92,2.09,28.6
69.0,43.94,6.98,28.6
137.0,62.23,1.2,36.0
118.0,51.3,1.31,38.6
66.0,5.22,4.27,1.2
74.0,6.75,2.78,2.4
55.0,7.1,4.01,3.39
19.0,10.43,2.71,4.08
49.0,11.38,2.36,4.2
146.0,13.29,4.99,4.5
55.0,8.09,5.44,4.5
25.0,9.96,3.79,4.78
89.0,15.61,8.42,5.0
89.0,17.04,9.52,5.0
55.0,11.18,2.75,5.2
25.0,9.96,1.15,5.8
163.0,15.94,9.5,6.2
14.0,12.62,5.77,7.8
163.0,21.47,8.01,8.1
55.0,15.93,3.4,8.3
70.0,22.2,7.89,8.5
102.0,13.49,2.65,8.6
70.0,31.35,7.17,8.8
25.0,23.79,8.94,8.9
63.0,13.24,5.33,9.1
63.0,14.35,6.58,9.1
70.0,26.98,9.0,9.28
64.0,34.24,1.54,23.4
30.0,61.34,2.77,30.5
30.0,108.25,1.74,89.0
66.0,5.22,4.25,1.2
43.0,9.52,10.89,1.7
15.0,13.07,6.0,2.3
27.0,4.66,1.61,3.0
114.0,10.4,3.67,3.0
57.0,10.96,6.25,3.76
67.0,7.63,3.9,4.3
89.0,12.18,6.41,4.56
25.0,10.62,2.99,5.7
91.0,15.71,6.74,5.8
163.0,15.94,8.39,6.28
91.0,18.06,6.86,6.3
64.0,18.82,9.04,6.3
96.0,16.71,7.29,6.6
64.0,20.36,2.69,7.2
70.0,25.54,5.24,7.5
99.0,25.21,6.08,7.7
102.0,14.6,1.83,7.8
163.0,17.37,5.99,7.95
64.0,22.12,9.63,8.1
163.0,19.25,2.32,8.3
39.0,16.61,1.29,8.6
64.0,17.41,5.9,8.7
39.0,25.88,9.31,8.8
155.0,19.81,4.02,9.2
96.0,15.94,6.0,9.3
163.0,22.46,5.9,9.48
64.0,17.41,6.94,9.5
59.0,15.5,3.7,9.6
25.0,22.13,5.74,9.8
39.0,21.47,3.82,11.6
96.0,20.35,5.86,11.7
91.0,21.24,2.52,13.6
73.0,48.67,6.23,13.6
160.0,21.68,0.7,14.4
96.0,19.26,2.49,14.7
96.0,31.42,8.04,15.59
102.0,26.77,0.96,17.0
69.0,39.63,7.77,19.2
70.0,39.7,1.94,20.4
158.0,39.21,3.67,21.38
25.0,33.61,6.17,22.3
96.0,34.75,5.36,22.6
64.0,37.74,5.64,23.6
97.0,33.63,1.09,24.1
73.0,69.51,1.84,33.3
69.0,137.55,1.36,103.0
146.0,7.76,6.99,1.92
74.0,13.49,7.83,2.2
10.0,12.41,7.24,2.5
129.0,5.53,4.75,2.64
68.0,15.05,6.62,2.81
67.0,5.53,1.42,2.82
91.0,12.18,11.18,2.88
66.0,9.09,7.3,2.93
74.0,6.5,5.96,3.13
123.0,14.6,6.64,3.5
57.0,9.85,7.69,3.5
25.0,12.5,10.02,3.6
55.0,10.97,6.52,3.96
59.0,8.43,6.42,4.0
25.0,9.96,8.67,4.2
55.0,10.62,5.53,4.49
74.0,8.75,3.4,4.5
64.0,11.52,6.75,4.56
64.0,17.15,8.33,4.68
25.0,9.96,3.61,4.7
27.0,7.1,1.01,4.8
21.0,9.86,8.21,4.8
89.0,11.63,2.19,5.2
39.0,16.38,6.23,5.2
101.0,10.05,1.96,5.6
25.0,9.96,5.46,5.6
59.0,11.86,1.56,5.8
74.0,11.51,5.98,5.8
64.0,11.74,6.24,5.9
57.0,19.25,1.56,6.0
91.0,12.48,2.6,6.0
13.0,17.04,3.22,6.48
60.0,10.4,0.31,6.5
91.0,15.99,7.66,6.64
54.0,11.93,1.77,6.98
116.0,16.04,5.82,7.1
123.0,22.9,6.53,7.2
99.0,23.55,7.99,7.3
116.0,15.16,1.24,7.36
64.0,19.36,4.64,7.4
146.0,14.17,5.9,7.54
39.0,15.94,1.95,7.6
58.0,17.01,2.05,7.7
96.0,17.71,6.49,8.1
96.0,15.94,9.7,8.2
66.0,15.39,3.6,8.5
96.0,15.94,5.21,8.5
91.0,14.84,6.06,8.5
25.0,16.93,1.94,8.6
55.0,12.61,0.12,8.68
101.0,14.16,1.61,8.68
58.0,12.61,0.32,8.7
116.0,28.09,6.73,8.9
13.0,19.59,6.78,8.93
163.0,16.39,3.82,9.1
96.0,17.71,8.09,9.13
74.0,13.27,0.36,9.28
91.0,22.24,8.05,9.5
128.0,34.77,10.76,9.5
101.0,16.05,1.32,9.6
64.0,18.7,4.07,9.6
64.0,17.41,3.66,9.65
163.0,19.25,8.89,9.8
64.0,19.69,1.86,10.0
64.0,27.77,7.43,10.3
13.0,19.59,5.77,10.6
163.0,26.81,6.36,10.8
163.0,21.47,7.46,10.8
70.0,22.06,7.24,10.9
91.0,22.57,7.69,10.9
55.0,14.38,0.21,11.2
96.0,17.38,2.08,11.4
102.0,21.12,3.47,12.46
102.0,18.14,1.34,12.8
64.0,23.13,3.86,13.0
64.0,24.78,3.04,13.3
64.0,24.78,3.87,13.3
102.0,23.66,5.41,13.4
25.0,22.57,6.17,13.6
64.0,26.99,3.18,13.8
69.0,29.31,7.64,14.1
96.0,29.64,7.23,14.2
64.0,29.86,2.86,14.4
25.0,24.82,5.68,14.84
64.0,27.77,3.76,15.8
64.0,31.38,2.95,16.3
98.0,29.2,5.37,16.6
62.0,24.8,3.0,18.23
158.0,33.9,1.24,18.5
80.0,26.21,2.78,18.5
102.0,24.77,0.1,19.4
98.0,29.2,1.49,19.8
70.0,35.76,4.4,20.8
69.0,38.85,7.04,20.8
64.0,40.28,3.59,21.8
118.0,39.15,4.57,21.8
137.0,53.12,6.46,23.6
73.0,35.04,3.94,25.0
73.0,35.77,2.23,25.3
69.0,48.81,7.26,25.6
73.0,47.71,6.55,27.6
70.0,46.49,1.99,29.3
108.0,84.48,7.03,31.0
69.0,53.12,7.8,31.3
85.0,61.12,0.82,33.8
69.0,116.75,5.27,59.0
66.0,13.07,8.16,1.92
123.0,16.38,10.05,3.0
55.0,10.08,3.05,3.3
4.0,22.58,5.84,3.4
55.0,9.63,5.29,3.42
57.0,7.98,1.7,3.96
59.0,8.43,6.55,4.08
155.0,9.75,1.46,4.6
89.0,16.16,3.75,4.6
102.0,10.64,6.83,4.7
167.0,17.06,7.48,5.2
59.0,10.19,2.94,6.0
89.0,12.85,9.15,6.8
89.0,21.46,4.35,7.5
59.0,13.3,2.43,7.66
55.0,17.04,4.49,7.9
116.0,14.16,3.39,7.98
89.0,15.94,4.15,8.3
146.0,14.17,2.82,8.6
59.0,15.61,2.2,8.64
64.0,15.51,0.91,9.1
160.0,22.46,7.92,9.2
63.0,18.57,4.98,9.3
14.0,13.84,1.13,9.6
55.0,16.59,4.78,9.6
64.0,18.37,1.3,10.7
70.0,24.1,6.66,11.6
70.0,24.67,6.55,12.27
64.0,18.26,1.26,12.9
123.0,22.56,6.15,13.8
55.0,17.64,0.83,14.2
73.0,38.08,4.37,14.48
64.0,28.7,1.9,16.5
64.0,25.35,1.96,17.6
25.0,27.04,3.1,17.9
69.0,44.16,7.11,29.6
62.0,37.55,1.75,32.4
30.0,113.23,0.52,91.2
123.0,13.28,8.57,2.04
144.0,9.3,8.12,2.25
22.0,6.66,2.67,2.28
91.0,15.16,10.96,2.5
64.0,14.94,12.5,2.6
58.0,9.85,4.61,2.8
144.0,8.52,7.05,2.8
123.0,14.6,13.17,2.8
57.0,17.03,9.36,2.83
64.0,14.28,10.93,3.6
144.0,15.38,9.38,3.83
110.0,11.52,4.2,4.68
57.0,12.61,2.43,5.2
64.0,16.49,12.92,5.2
55.0,17.48,5.1,5.5
4.0,21.25,9.73,5.54
21.0,11.19,1.97,5.6
55.0,14.83,6.88,5.6
69.0,35.34,4.99,5.7
64.0,12.96,3.68,5.8
91.0,15.71,8.49,6.0
55.0,11.07,2.67,6.1
64.0,12.5,2.49,6.24
22.0,12.64,8.64,6.3
123.0,21.46,9.83,6.6
86.0,10.62,2.65,6.73
155.0,20.36,3.31,7.2
64.0,12.74,3.31,7.28
14.0,17.95,6.63,7.5
91.0,14.84,2.36,7.8
146.0,14.84,4.9,7.9
64.0,18.04,5.49,8.1
64.0,16.2,3.9,8.2
146.0,14.17,4.88,8.3
39.0,19.92,2.48,8.8
96.0,17.71,6.81,8.8
96.0,15.17,4.17,8.88
108.0,31.09,6.88,9.0
64.0,21.02,2.88,9.2
13.0,19.59,4.05,9.3
108.0,24.34,2.59,9.47
25.0,18.04,2.23,9.5
102.0,16.82,2.67,9.8
96.0,15.82,0.51,9.9
6.0,29.41,3.0,10.0
64.0,18.25,3.63,10.0
80.0,18.14,3.4,10.2
155.0,22.03,4.44,10.2
25.0,14.39,0.65,10.3
155.0,22.58,5.09,10.3
55.0,17.36,1.87,10.9
73.0,22.45,7.77,10.9
91.0,28.14,2.54,11.0
4.0,34.77,5.03,11.0
55.0,15.73,0.99,11.1
55.0,17.64,2.71,11.5
160.0,22.57,6.11,11.5
125.0,18.48,0.58,11.6
64.0,16.83,0.01,11.9
37.0,30.75,5.17,12.64
98.0,37.2,6.49,12.68
64.0,19.59,1.32,12.7
39.0,24.78,1.7,13.4
160.0,19.92,4.11,13.4
64.0,24.9,1.54,14.4
69.0,65.69,8.97,14.7
64.0,29.54,6.9,15.7
70.0,27.76,0.87,16.2
64.0,33.88,6.88,16.88
96.0,24.55,3.36,16.9
25.0,27.04,0.37,17.4
62.0,24.12,4.64,17.4
76.0,30.3,2.02,18.4
62.0,24.12,4.7,18.4
70.0,32.85,1.23,19.0
73.0,38.08,1.94,19.2
70.0,40.63,7.41,20.4
137.0,42.84,6.61,21.4
70.0,65.28,4.98,24.0
70.0,51.49,10.37,26.1
73.0,47.59,2.23,29.4
113.0,37.19,0.27,29.8
70.0,54.36,2.98,30.6
70.0,46.82,0.29,34.38
69.0,49.97,3.39,35.58
66.0,9.75,4.0,2.16
102.0,15.62,8.94,2.52
64.0,14.66,10.2,4.15
55.0,14.61,7.7,4.68
58.0,14.61,3.23,4.8
58.0,10.62,3.32,4.8
91.0,14.05,8.67,6.24
167.0,18.39,3.44,7.32
91.0,14.17,3.97,7.65
54.0,11.5,0.43,7.68
146.0,14.17,3.2,9.1
59.0,14.73,2.56,9.37
91.0,21.13,3.16,11.48
96.0,23.01,4.44,14.98
39.0,26.22,5.42,16.2
80.0,26.21,3.48,18.57
128.0,39.3,2.83,19.58
118.0,36.75,2.38,20.98
25.0,27.04,0.26,21.0
73.0,39.62,1.85,21.88
118.0,39.15,4.84,22.98
113.0,35.53,4.77,23.6
118.0,39.15,0.43,24.98
73.0,50.92,3.96,31.38
30.0,65.2,0.9,62.8
27.0,4.75,1.84,2.4
27.0,4.61,1.42,2.52
59.0,11.4,6.8,3.84
121.0,9.29,4.31,4.36
102.0,13.73,7.2,4.55
60.0,8.85,2.73,4.8
123.0,10.4,3.96,5.18
114.0,18.03,0.46,6.98
96.0,16.71,8.88,7.3
96.0,15.6,9.35,7.31
146.0,13.07,2.7,7.56
96.0,16.59,3.13,8.48
96.0,15.71,8.89,8.68
91.0,14.84,6.74,8.8
96.0,20.36,7.77,9.1
96.0,17.38,5.92,9.3
96.0,15.94,2.33,9.8
163.0,17.37,2.16,10.12
69.0,32.76,4.23,10.2
76.0,24.66,3.06,10.98
64.0,24.67,8.25,11.58
76.0,17.81,0.58,11.98
76.0,22.12,1.28,11.98
116.0,20.8,3.03,12.49
73.0,48.72,4.33,12.5
91.0,21.24,4.37,12.98
96.0,21.79,6.59,12.98
96.0,28.13,7.29,12.98
96.0,32.85,7.26,14.4
25.0,22.57,4.17,15.4
163.0,19.25,1.25,15.6
96.0,22.91,1.33,15.62
96.0,21.79,2.95,15.9
76.0,31.74,4.61,15.98
96.0,25.0,2.71,16.9
76.0,25.88,1.69,16.98
96.0,28.13,2.33,16.98
69.0,39.63,6.55,17.29
64.0,32.53,1.14,17.8
25.0,25.33,0.2,18.22
96.0,25.0,4.04,18.39
39.0,29.09,5.67,18.49
96.0,28.75,3.28,19.98
113.0,26.1,1.46,20.3
73.0,43.61,7.69,22.24
113.0,38.96,5.48,22.6
158.0,32.54,1.09,22.98
76.0,32.51,1.85,22.98
158.0,42.68,4.53,23.9
96.0,34.75,4.45,24.37
73.0,47.59,5.12,25.6
39.0,38.07,3.93,26.0
158.0,51.81,4.5,27.98
62.0,34.57,1.2,28.98
73.0,49.59,2.29,34.98
69.0,55.55,4.53,39.98
59.0,11.95,5.99,2.6
156.0,9.74,7.56,2.6
57.0,18.14,10.64,3.08
91.0,22.79,12.8,3.98
96.0,9.96,5.17,5.2
64.0,16.72,10.11,5.4
55.0,13.73,5.37,6.4
116.0,16.04,7.92,7.89
160.0,15.6,5.39,8.0
102.0,25.54,5.64,15.0
25.0,23.68,1.77,17.4
134.0,48.61,2.49,24.98
59.0,12.18,8.97,1.68
155.0,14.28,3.73,4.08
13.0,13.72,8.95,4.08
91.0,11.51,6.82,4.1
155.0,10.52,6.58,4.3
155.0,12.5,7.44,4.4
64.0,13.51,5.74,4.56
57.0,8.53,3.41,4.6
58.0,14.61,4.07,5.2
123.0,16.14,7.57,5.7
149.0,10.3,2.67,6.0
39.0,15.49,3.27,6.6
135.0,32.11,8.43,6.6
80.0,10.84,3.73,6.7
123.0,21.79,7.53,6.9
80.0,15.05,8.16,7.1
64.0,16.72,6.29,9.1
59.0,15.62,1.27,9.6
123.0,25.56,4.32,9.8
64.0,18.48,5.72,9.8
155.0,25.9,8.82,10.0
25.0,17.04,0.48,10.8
96.0,16.16,0.58,10.8
64.0,26.45,7.93,10.8
163.0,26.37,6.82,11.4
64.0,21.14,3.81,12.9
25.0,22.57,5.16,14.4
96.0,22.9,0.73,15.4
64.0,27.25,3.81,15.8
125.0,32.08,5.2,15.82
102.0,22.88,0.55,16.3
137.0,44.16,6.08,16.3
64.0,26.34,3.3,18.0
25.0,34.42,7.09,20.4
70.0,51.83,10.37,21.12
25.0,37.0,4.71,27.8
70.0,53.79,4.26,9.98
6.0,24.69,1.78,9.18
64.0,25.89,0.47,20.58
14.0,25.88,4.94,7.88
154.0,15.49,10.24,3.48
27.0,7.54,3.29,3.33
55.0,19.85,2.3,13.58
70.0,46.93,4.88,29.48
80.0,32.51,1.44,24.98
163.0,25.93,6.97,10.48
42.0,23.69,1.24,16.58
96.0,16.93,4.43,8.68
39.0,12.18,10.48,1.69
64.0,20.55,0.73,13.48
80.0,15.05,0.72,9.38
59.0,12.97,8.27,5.28
60.0,24.67,0.64,16.88
64.0,17.41,4.02,8.48
27.0,4.08,0.11,3.08
27.0,9.96,4.39,5.88
69.0,49.71,8.72,22.98
96.0,23.69,2.7,14.38
123.0,12.72,5.19,5.05
73.0,25.22,3.67,11.19
39.0,16.61,1.12,7.88
89.0,12.85,4.4,7.6
39.0,10.63,8.67,3.18
21.0,11.19,7.49,5.88
96.0,17.05,1.46,11.28
96.0,20.35,5.41,11.98
74.0,9.42,4.66,4.43
98.0,30.97,6.5,13.98
37.0,28.31,6.05,14.08
59.0,9.43,5.06,5.29
69.0,39.14,1.02,27.58
55.0,8.52,1.83,4.98
86.0,11.84,2.01,7.58
85.0,38.1,2.22,17.28
70.0,123.18,3.32,24.98
155.0,23.72,3.4,5.18
60.0,8.63,1.8,5.47
167.0,21.35,3.87,10.28
62.0,40.77,1.07,30.08
73.0,52.14,5.3,28.78
68.0,12.61,4.1,5.78
59.0,12.07,1.48,7.66
74.0,6.75,4.97,3.48
125.0,21.47,1.09,14.09
7.0,46.71,1.89,14.68
39.0,15.5,5.02,5.38
30.0,59.24,3.29,42.88
27.0,9.96,4.07,5.58
99.0,23.22,4.35,12.08
25.0,21.47,0.46,15.38
73.0,51.58,2.43,36.18
163.0,23.72,2.12,12.48
146.0,15.28,3.44,9.58
167.0,20.14,6.38,7.18
91.0,14.06,5.53,6.96
55.0,15.93,1.52,10.78
5.0,19.58,6.29,7.78
55.0,17.64,1.41,13.56
57.0,9.64,2.07,5.38
129.0,14.71,3.71,6.18
129.0,13.61,2.28,6.88
25.0,14.83,0.5,10.18
137.0,46.71,2.17,20.38
155.0,28.22,11.87,9.2
25.0,13.72,0.12,8.48
102.0,17.04,0.22,12.38
96.0,32.52,2.86,14.68
69.0,50.24,5.37,28.8
21.0,11.29,5.79,3.95
55.0,9.63,6.21,3.88
19.0,11.65,2.16,5.18
57.0,15.16,3.68,5.18
5.0,24.78,6.46,6.64
64.0,39.2,4.85,20.06
27.0,5.28,0.78,2.96
25.0,33.06,3.7,16.78
66.0,7.1,0.6,4.71
146.0,19.93,2.88,10.78
163.0,24.71,3.02,14.28
137.0,46.71,1.24,21.88
146.0,15.06,4.86,9.68
21.0,14.84,1.83,7.98
96.0,17.71,5.82,9.18
70.0,24.67,1.53,12.68
69.0,29.99,5.92,12.68
